loop_cnt,region,inherit,reward,outcome,h,g,f
141,0,3,0.1,2,111,22,133
142,1,7,0.1,2,89,45,134
143,2,2,0.1,2,69,68,137
144,3,0,0.1,2,48,90,138
148,4,0,0.1,2,27,111,138
173,0,3,0.1,2,111,22,133
174,1,7,0.1,2,89,45,134
175,2,2,0.1,2,69,67,136
176,3,1,0.1,2,50,88,138
178,4,0,0.1,2,29,109,138
179,0,5,0.1,2,111,23,134
180,1,8,0.1,2,93,41,134
181,2,2,0.1,2,68,68,136
182,3,1,0.05,1,47,91,138
183,4,0,0.1,2,28,110,138
184,0,2,0.1,2,113,20,133
185,1,5,0.1,2,90,46,136
186,2,3,0.1,2,67,69,136
187,4,0,0.1,2,27,111,138
188,3,0,0.05,1,49,89,138
189,0,4,0.1,2,110,24,134
190,1,8,0.1,2,91,43,134
191,2,4,0.1,2,72,64,136
195,4,0,0.05,1,30,108,138
197,3,1,0.1,2,56,82,138
198,0,4,0.1,2,110,23,133
199,1,6,0.1,2,89,47,136
200,2,3,0.1,2,67,69,136
201,4,0,0,0,27,111,138
202,3,0,0.1,2,48,90,138
203,0,4,0.1,2,109,24,133
204,1,4,0.1,2,88,46,134
205,2,2,0.1,2,68,68,136
206,3,0,0.05,1,48,90,138
207,4,0,0.05,1,29,109,138
208,0,4,0.1,2,108,25,133
209,1,8,0.1,2,88,48,136
210,2,3,0.1,2,67,69,136
211,3,0,0.1,2,48,90,138
212,4,0,0.1,2,29,109,138
213,0,3,0.1,2,107,26,133
214,1,6,0.1,2,88,46,134
215,2,1,0.1,2,66,70,136
217,3,1,0.1,2,50,88,138
218,4,0,0.05,1,28,110,138
219,0,3,0.1,2,107,26,133
220,1,6,0.1,2,88,49,137
221,2,0,0.1,2,66,70,136
222,3,0,0.1,2,51,87,138
223,4,0,0.1,2,28,110,138
224,0,3,0.1,2,107,26,133
225,1,9,0.1,2,90,44,134
226,2,1,0.1,2,65,71,136
227,3,0,0.1,2,48,90,138
228,4,0,0.1,2,28,110,138
229,0,3,0.1,2,107,26,133
230,1,7,0.1,2,89,45,134
231,2,2,0.1,2,68,68,136
232,3,1,0.1,2,47,91,138
234,4,0,0.1,2,27,111,138
235,0,3,0.1,2,112,21,133
236,1,7,0.1,2,88,48,136
237,2,2,0.1,2,67,69,136
238,3,1,0.1,2,50,88,138
240,4,0,0.1,2,28,110,138
241,0,4,0.1,2,108,25,133
242,1,9,0.1,2,94,40,134
243,2,1,0.1,2,65,71,136
245,3,1,0.1,2,49,89,138
248,4,0,0.1,2,28,110,138
249,0,3,0.1,2,106,27,133
250,1,6,0.1,2,89,47,136
251,2,1,0.1,2,64,72,136
252,3,0,0.1,2,48,90,138
253,4,0,0.1,2,27,111,138
254,0,3,0.1,2,107,26,133
255,1,8,0.1,2,88,48,136
256,2,2,0.1,2,64,72,136
257,3,0,0.1,2,49,89,138
259,4,0,0.1,2,28,110,138
260,0,3,0.1,2,106,27,133
261,1,8,0.1,2,88,48,136
262,2,4,0.1,2,64,73,137
263,3,1,0.1,2,49,89,138
264,4,0,0.1,2,27,111,138
265,0,3,0.1,2,107,27,134
266,1,8,0.1,2,88,48,136
267,2,3,0.1,2,63,73,136
269,3,1,0.1,2,48,90,138
273,4,1,0.1,2,32,106,138
274,0,3,0.1,2,108,27,135
275,1,5,0.1,2,87,47,134
276,2,3,0.1,2,62,74,136
277,3,2,0.1,2,47,91,138
278,4,1,0.1,2,31,107,138
279,0,4,0.1,2,107,28,135
280,1,7,0.1,2,87,50,137
281,2,2,0.1,2,64,72,136
282,3,1,0.1,2,46,92,138
283,4,0,0.1,2,30,108,138
284,0,5,0.1,2,105,28,133
285,1,5,0,0,87,50,137
286,2,4,0.1,2,64,73,137
287,3,0,0.1,2,48,90,138
288,4,1,0.1,2,31,107,138
289,0,5,0.1,2,105,28,133
290,2,4,0.1,2,61,75,136
291,1,5,0.1,2,87,47,134
292,3,1,0.1,2,45,93,138
293,4,0,0.1,2,28,110,138
294,0,3,0.1,2,108,27,135
295,2,1,0.1,2,64,72,136
296,1,9,0.1,2,88,48,136
297,3,1,0.1,2,45,93,138
298,4,0,0.1,2,28,110,138
299,0,3,0.1,2,107,26,133
300,2,5,0.1,2,64,73,137
301,1,10,0.1,2,88,49,137
302,3,2,0.1,2,44,94,138
304,4,1,0.1,2,27,111,138
305,0,5,0.1,2,106,29,135
306,2,3,0.1,2,63,73,136
307,1,8,0.1,2,87,47,134
308,3,2,0.1,2,44,94,138
310,4,0,0.1,2,27,111,138
311,0,4,0.1,2,105,28,133
312,2,3,0.1,2,61,75,136
313,1,9,0.1,2,87,47,134
314,3,2,0.1,2,43,95,138
315,4,0,0,0,27,111,138
316,0,5,0.1,2,104,29,133
317,2,4,0.1,2,68,69,137
318,1,10,0.1,2,88,49,137
319,3,2,0.1,2,44,94,138
320,0,5,0.1,2,104,29,133
321,2,4,0.1,2,60,76,136
322,4,0,0.1,2,27,111,138
323,1,4,0.1,2,87,47,134
324,3,2,0.1,2,43,95,138
325,0,5,0.1,2,103,30,133
326,2,3,0.1,2,59,77,136
327,4,0,0.05,1,27,111,138
328,1,7,0.1,2,88,49,137
329,3,2,0.1,2,43,95,138
330,0,4,0.1,2,105,28,133
331,2,3,0.1,2,62,74,136
332,1,6,0.1,2,87,50,137
333,4,0,0.1,2,27,111,138
334,3,2,0.1,2,43,95,138
335,0,8,0.1,2,102,31,133
336,2,2,0.1,2,62,74,136
337,1,10,0.1,2,86,48,134
338,4,1,0.1,2,31,107,138
339,3,2,0.1,2,42,96,138
340,0,8,0.1,2,102,31,133
341,2,3,0.1,2,58,78,136
342,1,8,0.1,2,86,48,134
344,4,0,0.1,2,27,111,138
345,3,2,0.1,2,44,94,138
346,0,5,0.1,2,103,30,133
347,2,3,0.1,2,58,78,136
348,1,9,0.1,2,87,50,137
350,4,0,0.1,2,27,111,138
351,3,2,0.1,2,43,95,138
352,0,5,0.1,2,106,28,134
353,2,4,0.1,2,59,77,136
354,1,9,0.1,2,86,51,137
355,4,0,0.1,2,29,109,138
356,3,2,0.1,2,42,96,138
357,0,10,0.1,2,103,32,135
358,2,2,0.1,2,57,79,136
359,1,11,0.1,2,85,52,137
360,4,0,0.1,2,28,110,138
361,3,2,0.1,2,42,96,138
362,0,8,0.1,2,101,32,133
363,2,3,0.1,2,58,78,136
364,1,8,0.1,2,86,48,134
365,4,0,0.1,2,27,111,138
366,3,2,0.1,2,42,96,138
367,0,8,0.1,2,101,33,134
368,2,2,0.1,2,56,80,136
369,1,9,0.1,2,84,53,137
370,4,0,0.1,2,28,110,138
371,3,2,0.1,2,41,97,138
372,0,7,0.1,2,101,32,133
373,2,5,0.1,2,60,76,136
374,1,7,0.1,2,83,54,137
375,4,1,0.1,2,27,111,138
376,3,2,0.1,2,41,97,138
377,0,4,0.1,2,104,29,133
378,2,2,0.1,2,57,79,136
379,1,7,0.1,2,86,51,137
380,4,0,0.1,2,29,109,138
381,3,2,0.1,2,43,95,138
