loop_cnt,region,inherit,reward,outcome,h,g,f
77,0,8,0.1,2,48,11,59
78,1,10,0.1,2,37,22,59
79,2,7,0.1,2,27,32,59
80,3,0,0.1,2,24,49,73
81,4,0,0.1,2,13,61,74
90,5,0,0,0,8,66,74
91,0,7,0.1,2,49,10,59
92,1,3,0.1,2,35,24,59
93,2,6,0.1,2,27,34,61
94,3,0,0.1,2,25,47,72
95,4,0,0.1,2,13,61,74
96,5,0,0.1,2,8,66,74
97,0,7,0.1,2,49,10,59
98,1,9,0.1,2,36,23,59
99,2,6,0.1,2,26,33,59
100,3,1,0.1,2,24,49,73
101,4,0,0.1,2,13,61,74
102,5,0,0.1,2,8,66,74
103,0,7,0.1,2,49,12,61
104,1,7,0.1,2,34,25,59
105,2,7,0.1,2,26,33,59
106,3,0,0.1,2,24,49,73
107,4,2,0.1,2,12,62,74
108,5,0,0.1,2,8,66,74
109,0,6,0.1,2,48,13,61
110,1,6,0.1,2,33,26,59
111,2,6,0.1,2,27,35,62
112,3,1,0.1,2,23,50,73
113,4,0,0.1,2,13,61,74
115,5,0,0,0,8,66,74
116,0,7,0.1,2,47,14,61
117,1,7,0.1,2,34,25,59
118,2,7,0.1,2,25,34,59
119,3,3,0.1,2,23,51,74
120,4,1,0.1,2,13,61,74
121,5,0,0,0,8,66,74
122,0,5,0.1,2,46,15,61
123,1,7,0.1,2,34,25,59
124,2,7,0.1,2,26,33,59
125,3,3,0.1,2,23,51,74
129,4,1,0.1,2,13,61,74
130,5,0,0,0,8,66,74
131,0,8,0.1,2,45,16,61
132,1,6,0.1,2,33,26,59
133,2,6,0.1,2,25,34,59
135,3,3,0.1,2,23,51,74
136,4,1,0.1,2,12,62,74
137,5,1,0.1,2,8,66,74
138,0,5,0.1,2,46,15,61
139,1,6,0.1,2,32,27,59
140,2,7,0.1,2,26,35,61
144,3,1,0.1,2,23,50,73
146,4,0,0.1,2,12,62,74
147,5,0,0.1,2,8,66,74
148,0,8,0.1,2,44,17,61
149,1,5,0.1,2,31,28,59
150,2,7,0.1,2,25,34,59
151,3,3,0.1,2,23,51,74
152,4,1,0.1,2,13,61,74
154,5,1,0.1,2,8,66,74
155,0,11,0.1,2,43,18,61
156,1,9,0.1,2,34,26,60
157,2,7,0.1,2,25,34,59
158,3,1,0.1,2,22,52,74
160,4,2,0.1,2,11,63,74
161,5,1,0.1,2,8,66,74
162,0,9,0.1,2,42,19,61
163,1,4,0.1,2,30,29,59
164,2,5,0.1,2,26,34,60
165,3,3,0.1,2,22,51,73
166,4,1,0.1,2,10,64,74
168,5,0,0.1,2,8,66,74
169,0,10,0.1,2,41,20,61
170,1,7,0.1,2,29,30,59
171,2,7,0.1,2,25,34,59
172,3,2,0.1,2,21,52,73
173,4,0,0.1,2,10,64,74
175,5,0,0.05,1,8,66,74
176,0,8,0.1,2,40,21,61
177,1,7,0.1,2,29,30,59
178,2,7,0.1,2,25,34,59
179,3,3,0.1,2,20,53,73
180,4,0,0,0,10,64,74
181,0,8,0.1,2,45,16,61
182,1,6,0.1,2,28,31,59
183,2,4,0.1,2,25,34,59
184,3,0,0.1,2,25,47,72
185,5,0,0.1,2,8,66,74
186,4,0,0.1,2,10,64,74
187,0,8,0.1,2,40,21,61
188,1,5,0.1,2,27,32,59
189,2,7,0.1,2,26,35,61
190,3,3,0.1,2,23,51,74
191,5,1,0.1,2,8,66,74
192,4,0,0.1,2,10,64,74
193,0,12,0.1,2,43,18,61
194,1,4,0.1,2,30,29,59
195,2,6,0.1,2,25,34,59
196,3,1,0.1,2,19,54,73
198,5,0,0.1,2,8,66,74
201,4,0,0.1,2,11,63,74
202,0,8,0.1,2,39,22,61
203,1,7,0.1,2,29,30,59
204,2,7,0.1,2,25,34,59
205,3,1,0.1,2,19,54,73
206,5,0,0,0,8,66,74
208,4,2,0.1,2,9,65,74
209,0,10,0.1,2,41,20,61
210,1,5,0.1,2,28,31,59
211,2,4,0.1,2,25,34,59
212,3,1,0.1,2,19,54,73
213,4,1,0.1,2,9,65,74
214,5,0,0,0,8,66,74
215,0,9,0.1,2,40,22,62
216,1,7,0.1,2,26,33,59
217,2,6,0.1,2,26,35,61
218,3,2,0.1,2,18,55,73
219,4,1,0,0,9,65,74
220,5,0,0,0,8,66,74
221,0,8,0.1,2,38,23,61
222,1,8,0.1,2,26,34,60
223,2,6,0.1,2,26,35,61
224,3,2,0.1,2,18,55,73
227,4,1,0.1,2,9,65,74
228,0,9,0.1,2,40,22,62
229,1,6,0.1,2,26,33,59
230,2,7,0.1,2,25,34,59
231,3,2,0.1,2,17,56,73
233,5,0,0,0,8,66,74
234,4,1,0.1,2,9,65,74
235,0,10,0.1,2,39,22,61
236,1,5,0.1,2,27,32,59
237,2,7,0.1,2,26,35,61
238,3,2,0.1,2,17,56,73
239,4,1,0.1,2,9,65,74
240,5,0,0,0,8,66,74
241,0,8,0.1,2,39,22,61
242,1,5,0.1,2,28,31,59
243,2,3,0.1,2,26,35,61
244,3,2,0.1,2,17,56,73
247,4,1,0.1,2,9,65,74
248,0,7,0.1,2,38,23,61
249,1,9,0.1,2,29,30,59
250,2,4,0.1,2,27,36,63
251,3,2,0.1,2,17,56,73
252,5,0,0,0,8,66,74
253,4,1,0.1,2,9,65,74
