loop_cnt,region,inherit,reward,outcome,h,g,f
72,0,9,0.1,2,45,10,55
73,1,3,0.1,2,34,21,55
74,2,8,0.1,2,24,31,55
75,3,3,0.1,2,17,44,61
76,4,0,0.1,2,6,56,62
78,5,0,0.1,2,2,62,64
79,0,8,0.1,2,45,10,55
80,1,4,0.1,2,33,22,55
81,2,8,0.1,2,24,31,55
82,3,3,0.1,2,17,45,62
83,4,0,0.1,2,6,56,62
84,5,0,0.1,2,2,62,64
85,0,8,0.1,2,44,11,55
86,1,5,0.1,2,33,23,56
87,2,5,0.1,2,25,32,57
88,3,1,0.1,2,16,46,62
89,4,0,0.1,2,5,57,62
90,5,0,0.1,2,2,62,64
91,0,7,0.1,2,43,12,55
92,1,6,0.1,2,32,24,56
93,2,6,0.1,2,25,32,57
94,3,1,0.1,2,15,47,62
95,4,0,0.1,2,5,58,63
96,5,0,0.1,2,2,60,62
97,0,9,0.1,2,42,13,55
98,1,3,0.1,2,31,25,56
99,2,7,0.1,2,25,30,55
100,3,1,0.1,2,14,48,62
101,4,0,0.05,1,7,55,62
102,5,0,0.05,1,2,62,64
103,0,10,0.1,2,42,13,55
104,1,5,0.1,2,30,26,56
105,2,8,0.1,2,24,31,55
106,3,4,0.1,2,17,44,61
107,4,0,0.1,2,5,57,62
108,5,0,0.1,2,2,62,64
109,0,10,0.1,2,41,14,55
110,1,4,0.1,2,29,27,56
111,2,8,0.1,2,24,31,55
112,3,0,0.1,2,13,49,62
113,4,0,0.1,2,4,59,63
114,5,0,0.1,2,2,60,62
115,0,10,0.1,2,41,14,55
116,1,3,0.1,2,28,28,56
117,2,8,0.1,2,24,31,55
118,3,2,0.1,2,14,48,62
119,4,0,0.1,2,3,60,63
120,5,0,0.1,2,2,63,65
121,0,8,0.1,2,46,9,55
122,1,3,0.1,2,27,29,56
123,2,9,0.1,2,24,31,55
124,3,0,0.1,2,12,50,62
125,4,0,0.1,2,3,60,63
126,5,0,0.1,2,2,63,65
127,0,8,0.1,2,42,13,55
128,1,4,0.1,2,30,26,56
129,2,8,0.1,2,24,31,55
130,3,0,0.1,2,11,51,62
131,4,1,0.1,2,2,61,63
133,5,0,0.1,2,2,64,66
134,0,9,0.1,2,43,14,57
135,1,3,0.1,2,27,29,56
136,2,9,0.1,2,24,31,55
137,3,0,0.1,2,11,51,62
138,4,0,0.1,2,4,61,65
139,5,0,0.1,2,3,65,68
140,0,8,0.1,2,41,14,55
141,1,9,0.1,2,26,30,56
142,2,4,0.1,2,25,32,57
143,3,0,0.1,2,12,50,62
144,4,0,0.1,2,3,60,63
145,5,0,0.1,2,2,62,64
146,0,8,0.1,2,40,15,55
147,1,3,0.1,2,28,28,56
148,2,7,0.1,2,24,31,55
149,3,0,0.1,2,10,52,62
150,4,0,0.1,2,2,61,63
151,5,0,0.1,2,2,64,66
152,0,7,0.1,2,39,16,55
153,1,7,0.1,2,25,31,56
154,2,4,0.1,2,25,32,57
155,3,0,0.1,2,9,53,62
156,4,0,0.1,2,3,62,65
157,5,0,0.1,2,3,65,68
158,0,6,0.1,2,40,15,55
159,1,6,0.1,2,25,31,56
160,2,8,0.1,2,24,31,55
161,3,0,0.1,2,8,54,62
162,4,0,0.05,1,2,61,63
163,5,0,0.1,2,2,64,66
164,0,8,0.1,2,38,17,55
165,1,8,0.1,2,26,30,56
166,2,5,0.1,2,24,31,55
167,3,0,0.1,2,9,53,62
168,5,0,0,0,2,63,65
169,4,0,0.1,2,2,61,63
170,0,8,0.1,2,40,15,55
171,1,6,0,0,25,31,56
172,2,5,0.1,2,24,32,56
173,3,0,0.1,2,8,54,62
174,4,1,0.1,2,2,63,65
175,5,0,0.1,2,2,64,66
176,0,6,0.1,2,40,15,55
177,2,7,0.1,2,25,32,57
178,3,0,0.1,2,8,54,62
179,1,6,0.1,2,25,31,56
180,4,0,0.1,2,2,61,63
181,5,0,0.1,2,2,62,64
182,0,6,0.1,2,40,16,56
183,2,7,0,0,24,31,55
184,3,0,0.1,2,7,55,62
185,1,10,0.1,2,25,31,56
186,4,1,0.1,2,3,62,65
187,5,0,0.1,2,2,62,64
188,0,8,0.1,2,38,17,55
189,3,1,0.1,2,7,55,62
190,1,10,0.1,2,25,31,56
191,2,7,0.1,2,24,32,56
192,4,0,0.1,2,2,63,65
193,5,0,0.1,2,2,60,62
194,0,6,0.1,2,40,15,55
195,3,0,0.1,2,6,56,62
196,1,3,0.1,2,28,28,56
197,2,10,0.1,2,25,33,58
198,4,2,0.1,2,2,63,65
199,5,1,0.1,2,2,64,66
200,0,9,0.1,2,37,18,55
201,3,1,0.1,2,7,55,62
202,1,8,0.1,2,26,32,58
203,2,8,0.1,2,25,32,57
204,4,1,0.1,2,2,63,65
205,5,1,0.1,2,3,63,66
206,0,6,0.1,2,40,15,55
207,3,0,0.1,2,6,56,62
208,1,7,0.1,2,25,32,57
209,4,0,0.1,2,3,64,67
210,2,0,0,0,24,31,55
211,5,0,0.05,1,2,63,65
212,0,6,0.1,2,40,15,55
213,3,0,0.1,2,5,57,62
214,4,0,0.1,2,2,61,63
215,1,3,0.1,2,26,32,58
216,2,0,0,0,24,31,55
217,5,0,0.1,2,2,64,66
218,0,7,0.1,2,36,19,55
219,3,0,0.1,2,7,55,62
220,1,7,0.1,2,24,33,57
221,4,0,0.1,2,3,62,65
222,5,0,0.1,2,2,63,65
223,2,7,0.1,2,24,31,55
224,0,8,0.1,2,38,17,55
225,3,0,0.1,2,6,56,62
226,1,4,0.1,2,25,32,57
227,4,0,0.05,1,3,64,67
228,5,0,0.1,2,2,64,66
229,2,8,0.1,2,24,32,56
230,0,10,0.1,2,37,18,55
231,3,0,0.1,2,4,58,62
232,1,10,0.1,2,25,31,56
233,4,0,0.1,2,2,61,63
234,5,0,0.1,2,2,63,65
235,2,6,0.1,2,25,32,57
236,0,9,0.1,2,36,19,55
237,3,0,0.1,2,5,57,62
238,1,6,0.1,2,25,34,59
239,4,0,0.1,2,3,60,63
240,5,0,0.1,2,2,62,64
241,0,9,0.1,2,39,16,55
