loop_cnt,region,inherit,reward,outcome,h,g,f
67,0,4,0.1,2,44,9,53
68,1,5,0.1,2,35,20,55
69,2,7,0,0,25,31,56
70,3,0,0.1,2,19,42,61
71,4,1,0.1,2,9,52,61
77,5,3,0.1,2,6,56,62
78,0,6,0.1,2,43,10,53
79,1,10,0.1,2,34,21,55
80,3,2,0.1,2,18,43,61
81,4,2,0.1,2,8,53,61
82,5,1,0.1,2,6,57,63
83,2,8,0.1,2,25,31,56
84,0,6,0.1,2,42,11,53
85,1,8,0.1,2,33,22,55
86,3,1,0.1,2,17,44,61
87,4,2,0.1,2,8,54,62
88,5,1,0.1,2,6,58,64
89,2,8,0.1,2,25,31,56
90,0,5,0.1,2,41,12,53
91,1,5,0.1,2,32,23,55
92,3,2,0.1,2,16,45,61
93,4,2,0.1,2,8,53,61
95,5,1,0.1,2,6,57,63
96,2,7,0.1,2,24,32,56
97,0,6,0.1,2,41,12,53
98,1,8,0.1,2,31,24,55
99,3,2,0.1,2,17,44,61
100,4,1,0.1,2,7,55,62
102,5,2,0.1,2,6,57,63
103,2,10,0.1,2,24,33,57
104,0,6,0.1,2,41,13,54
105,1,6,0.1,2,32,23,55
106,3,1,0,0,19,39,58
107,4,1,0.1,2,7,55,62
108,5,2,0.1,2,6,57,63
109,2,8,0.1,2,25,31,56
110,0,6,0.1,2,41,13,54
111,1,9,0.1,2,30,25,55
112,4,1,0.1,2,7,55,62
113,5,0,0.1,2,6,58,64
114,2,6,0.1,2,24,33,57
115,3,2,0.1,2,16,45,61
116,0,6,0.1,2,41,13,54
117,1,6,0.1,2,32,23,55
118,4,2,0.1,2,6,56,62
119,5,3,0.1,2,6,57,63
120,2,10,0.1,2,23,34,57
121,3,2,0.1,2,15,46,61
122,0,5,0.1,2,41,14,55
123,1,8,0,0,30,25,55
124,4,2,0.1,2,8,54,62
125,5,1,0.1,2,6,58,64
126,2,8,0.1,2,22,35,57
127,3,3,0.1,2,15,46,61
128,0,5,0.1,2,40,14,54
129,4,2,0.1,2,6,56,62
130,5,2,0.1,2,6,58,64
131,1,8,0.1,2,30,26,56
132,2,6,0.1,2,24,33,57
133,3,1,0.1,2,16,45,61
134,0,6,0.1,2,40,14,54
135,4,3,0.1,2,6,57,63
137,5,2,0.1,2,6,56,62
138,1,9,0.1,2,29,27,56
139,2,6,0.1,2,22,36,58
140,3,2,0.1,2,15,46,61
141,0,9,0.1,2,40,15,55
142,4,2,0.1,2,6,56,62
143,5,2,0,0,6,57,63
144,1,9,0.1,2,29,27,56
145,2,6,0.1,2,22,35,57
146,3,2,0.1,2,15,46,61
147,0,6,0.1,2,40,15,55
148,4,3,0.1,2,6,57,63
149,1,12,0.1,2,28,28,56
150,2,6,0.1,2,22,36,58
151,3,3,0.1,2,14,47,61
152,5,1,0.1,2,6,57,63
153,0,9,0.1,2,39,16,55
154,4,2,0.1,2,6,57,63
155,1,11,0.1,2,29,28,57
156,2,6,0.1,2,22,37,59
157,3,3,0.1,2,14,47,61
159,5,1,0.1,2,6,58,64
160,0,7,0.1,2,39,16,55
161,4,3,0.1,2,6,57,63
162,1,11,0.1,2,28,29,57
163,2,7,0.1,2,22,35,57
164,3,1,0.1,2,13,48,61
165,5,1,0.1,2,6,58,64
166,0,8,0.1,2,38,17,55
167,4,2,0.1,2,5,58,63
168,1,9,0.1,2,27,30,57
169,2,7,0.1,2,22,37,59
170,3,2,0.1,2,14,47,61
171,5,2,0.1,2,6,56,62
172,0,7,0.1,2,38,17,55
173,4,2,0.1,2,6,56,62
174,1,7,0.1,2,26,31,57
175,2,4,0,0,22,37,59
176,3,4,0.1,2,12,49,61
177,5,3,0.1,2,6,58,64
178,0,9,0.1,2,38,18,56
179,4,2,0.1,2,5,58,63
180,1,5,0.1,2,32,23,55
181,3,3,0.1,2,13,48,61
182,5,3,0.1,2,6,57,63
183,2,6,0.1,2,21,38,59
184,0,9,0,0,38,18,56
185,4,3,0.1,2,5,58,63
186,1,8,0.1,2,30,25,55
187,3,3,0.1,2,15,46,61
188,5,1,0.1,2,5,58,63
189,2,8,0.1,2,22,35,57
190,4,2,0.1,2,6,56,62
191,0,8,0.1,2,38,17,55
192,1,4,0.1,2,25,32,57
193,3,3,0.1,2,12,49,61
194,5,1,0.1,2,5,58,63
195,2,5,0.1,2,22,38,60
196,4,2,0.1,2,5,58,63
197,0,6,0.1,2,39,16,55
198,1,4,0.1,2,24,33,57
199,3,2,0.1,2,12,49,61
200,5,1,0.1,2,6,58,64
201,2,6,0.1,2,20,39,59
202,4,3,0.1,2,5,58,63
203,0,9,0.1,2,37,18,55
204,1,7,0.1,2,26,31,57
205,3,3,0.1,2,12,49,61
206,5,1,0.1,2,5,58,63
207,2,2,0.1,2,19,40,59
208,4,3,0.1,2,5,59,64
209,0,9,0.1,2,37,18,55
210,1,10,0.1,2,27,29,56
211,3,3,0.1,2,14,48,62
212,5,2,0.1,2,5,59,64
213,2,4,0.1,2,18,41,59
214,4,2,0.1,2,5,58,63
215,0,9,0.1,2,37,18,55
216,1,5,0.1,2,25,32,57
217,3,1,0.1,2,14,48,62
218,5,3,0.1,2,5,59,64
219,2,4,0.1,2,18,41,59
220,4,3,0.1,2,5,59,64
221,0,7,0.1,2,37,19,56
222,1,7,0.1,2,26,31,57
223,3,2,0.1,2,12,50,62
226,5,1,0.1,2,6,57,63
227,2,4,0.1,2,18,41,59
228,4,2,0.05,1,5,58,63
229,0,9,0.1,2,37,18,55
230,1,14,0.1,2,29,28,57
231,3,2,0.1,2,12,51,63
232,5,3,0.1,2,6,57,63
233,2,3,0.1,2,18,41,59
234,4,3,0.1,2,5,59,64
235,0,11,0.1,2,36,19,55
236,1,4,0.1,2,25,32,57
237,3,1,0.1,2,12,50,62
238,5,1,0.1,2,6,58,64
239,2,4,0.1,2,20,39,59
240,4,3,0.1,2,6,57,63
241,0,9,0.1,2,37,18,55
242,1,7,0.1,2,24,34,58
243,3,1,0.1,2,12,49,61
244,5,1,0.1,2,5,58,63
245,2,4,0.1,2,19,42,61
246,4,3,0.1,2,5,58,63
247,0,9,0.1,2,37,18,55
248,1,5,0.1,2,25,32,57
249,3,3,0.1,2,12,51,63
250,5,2,0.1,2,6,58,64
251,2,3,0.1,2,19,43,62
252,4,2,0.1,2,5,58,63
253,0,8,0.1,2,36,20,56
254,1,13,0.1,2,28,28,56
255,3,2,0.1,2,11,52,63
256,5,3,0.1,2,6,56,62
257,2,4,0.1,2,19,40,59
258,4,0,0.1,2,6,56,62
259,0,9,0.1,2,37,18,55
260,1,6,0.1,2,24,34,58
261,3,1,0.1,2,13,48,61
262,5,1,0.1,2,5,58,63
263,2,4,0.1,2,18,41,59
264,4,3,0.1,2,5,58,63
265,0,12,0.1,2,36,19,55
266,1,5,0.1,2,25,32,57
267,3,1,0.1,2,11,52,63
268,5,1,0.1,2,6,56,62
269,2,3,0.1,2,18,41,59
270,4,3,0.1,2,5,59,64
271,0,12,0.1,2,36,19,55
272,1,5,0.1,2,24,33,57
273,3,2,0.1,2,12,51,63
274,5,2,0.1,2,5,59,64
275,2,4,0.1,2,18,41,59
276,4,3,0.1,2,5,58,63
277,0,13,0.1,2,36,19,55
278,1,9,0.1,2,27,29,56
279,3,2,0.1,2,10,53,63
281,5,1,0.1,2,6,58,64
282,2,4,0.1,2,18,42,60
283,4,2,0.1,2,5,58,63
284,0,10,0.1,2,35,21,56
285,1,5,0.1,2,24,33,57
286,3,1,0.1,2,11,52,63
287,5,1,0.1,2,6,58,64
288,2,2,0.1,2,17,43,60
289,4,1,0.1,2,5,59,64
290,0,12,0.1,2,36,20,56
291,1,7,0.1,2,23,35,58
292,3,2,0.1,2,12,50,62
293,5,1,0.1,2,6,57,63
294,2,5,0.1,2,18,41,59
295,4,1,0.1,2,5,59,64
296,0,9,0.1,2,36,19,55
297,1,5,0.1,2,24,34,58
298,3,2,0.1,2,14,47,61
299,5,1,0.1,2,6,57,63
300,2,3,0.1,2,18,44,62
301,4,3,0.1,2,6,57,63
302,0,9,0,0,35,21,56
