loop_cnt,region,inherit,reward,outcome,h,g,f
76,0,4,0.1,2,43,9,52
77,1,6,0,0,31,23,54
78,2,1,0.1,2,24,34,58
79,3,3,0.1,2,26,37,63
105,0,6,0.1,2,43,9,52
106,2,4,0.1,2,24,35,59
107,3,0,0.1,2,25,38,63
108,1,8,0,0,32,22,54
109,0,8,0.1,2,41,11,52
110,2,2,0.05,1,24,34,58
111,3,3,0.1,2,25,38,63
112,1,9,0.1,2,32,22,54
113,0,9,0.1,2,41,11,52
114,3,2,0.1,2,26,38,64
115,2,3,0.1,2,24,35,59
116,1,9,0.1,2,32,22,54
117,0,8,0.1,2,41,11,52
118,3,3,0.1,2,25,38,63
119,2,2,0.1,2,24,34,58
120,1,10,0.1,2,32,21,53
121,0,7,0.1,2,41,12,53
122,3,3,0.1,2,25,38,63
123,2,4,0.1,2,24,35,59
124,1,10,0.1,2,32,21,53
125,0,7,0.1,2,42,12,54
126,3,3,0.1,2,25,39,64
127,2,4,0.1,2,24,35,59
128,1,6,0.1,2,31,23,54
129,0,7,0.1,2,41,12,53
130,3,3,0.1,2,25,39,64
131,2,2,0.1,2,24,34,58
132,1,6,0.1,2,31,23,54
133,0,7,0.1,2,40,12,52
134,3,3,0.1,2,25,38,63
135,2,3,0.1,2,24,35,59
136,1,9,0.1,2,32,24,56
137,0,7,0.1,2,40,13,53
139,3,2,0.05,1,26,38,64
140,2,3,0.1,2,24,35,59
141,1,9,0.1,2,32,23,55
142,0,11,0.1,2,39,14,53
143,2,3,0.1,2,24,35,59
144,3,0,0.1,2,25,39,64
145,1,11,0.1,2,31,24,55
146,0,7,0.1,2,40,13,53
147,3,3,0.1,2,25,39,64
148,2,4,0.1,2,24,35,59
149,1,6,0.1,2,31,23,54
150,0,8,0.1,2,41,13,54
151,2,4,0.1,2,24,35,59
152,3,0,0.1,2,25,40,65
153,1,11,0.1,2,31,25,56
154,0,5,0.1,2,40,13,53
155,3,3,0.05,1,25,39,64
156,2,3,0.1,2,24,35,59
157,1,7,0,0,31,23,54
158,0,14,0.1,2,39,15,54
159,2,2,0.1,2,24,35,59
160,3,2,0.1,2,25,39,64
161,1,6,0,0,31,23,54
162,0,13,0.1,2,39,15,54
163,2,2,0.1,2,24,34,58
164,3,2,0.1,2,25,41,66
165,0,13,0.1,2,39,16,55
166,1,9,0.1,2,31,24,55
167,2,3,0.1,2,24,35,59
168,3,0,0.1,2,25,42,67
169,0,7,0.1,2,39,13,52
170,2,3,0.1,2,24,35,59
171,1,8,0.1,2,31,24,55
172,3,1,0.1,2,25,42,67
173,0,11,0.1,2,39,14,53
174,2,3,0.1,2,25,36,61
175,1,10,0.1,2,31,26,57
176,3,1,0.1,2,25,38,63
177,0,12,0.1,2,39,16,55
178,2,3,0.1,2,24,35,59
179,1,6,0,0,31,23,54
180,3,1,0.1,2,25,43,68
181,0,8,0.1,2,38,17,55
182,2,3,0.1,2,24,35,59
183,3,0,0.1,2,25,39,64
184,1,8,0.1,2,30,27,57
185,0,10,0.1,2,39,17,56
186,2,3,0.05,1,24,35,59
187,3,0,0.1,2,25,40,65
188,1,7,0.1,2,30,27,57
