loop_cnt,region,inherit,reward,outcome,h,g,f
64,0,0,0.1,2,51,8,59
65,1,3,0.1,2,41,19,60
66,2,2,0.1,2,31,30,61
67,3,0,0.1,2,21,40,61
73,4,0,0.1,2,16,45,61
85,0,1,0.1,2,50,9,59
86,1,3,0.1,2,41,19,60
87,2,2,0.1,2,31,30,61
88,3,0,0.1,2,21,40,61
89,4,0,0,0,16,45,61
90,0,1,0,0,50,9,59
91,1,3,0.1,2,41,20,61
93,2,3,0.1,2,30,31,61
94,3,0,0.1,2,21,40,61
95,4,0,0.05,1,16,45,61
96,1,3,0.1,2,41,20,61
97,2,3,0.1,2,29,32,61
98,3,0,0.1,2,21,40,61
99,0,1,0.1,2,50,9,59
100,4,0,0.1,2,16,45,61
102,1,3,0.1,2,41,20,61
103,2,2,0.1,2,28,33,61
104,3,0,0.1,2,20,41,61
105,0,1,0.1,2,50,9,59
106,4,0,0.1,2,16,45,61
107,1,3,0.1,2,41,20,61
108,2,1,0.1,2,27,34,61
109,3,0,0.1,2,19,42,61
110,0,1,0.1,2,50,9,59
111,4,0,0,0,16,45,61
112,1,3,0.1,2,40,21,61
113,2,1,0.1,2,26,35,61
114,3,0,0.1,2,18,43,61
115,0,1,0.1,2,50,10,60
116,4,0,0.1,2,16,45,61
117,1,3,0.1,2,41,20,61
118,2,3,0.1,2,29,32,61
119,3,0,0.1,2,18,43,61
120,0,2,0.1,2,49,11,60
121,4,0,0.05,1,16,45,61
123,1,4,0.1,2,39,22,61
124,2,1,0.05,1,26,35,61
125,3,0,0.1,2,17,44,61
126,0,2,0.1,2,48,12,60
127,4,0,0,0,16,45,61
128,1,3,0.1,2,41,19,60
129,3,1,0.1,2,16,45,61
130,2,3,0.1,2,29,32,61
131,0,3,0.1,2,47,13,60
132,4,0,0,0,16,45,61
133,1,1,0.1,2,40,20,60
134,3,0,0.1,2,18,43,61
135,2,0,0.1,2,25,36,61
136,0,3,0.1,2,47,13,60
137,1,1,0.1,2,39,21,60
138,3,0,0.1,2,16,45,61
139,2,0,0.1,2,25,36,61
140,4,0,0,0,16,45,61
141,0,2,0.1,2,49,11,60
142,1,2,0.1,2,38,22,60
144,3,0,0.05,1,16,45,61
145,2,0,0.1,2,24,37,61
146,0,2,0.1,2,46,14,60
147,4,0,0,0,16,45,61
148,1,5,0.1,2,37,23,60
149,2,0,0.1,2,25,36,61
150,3,0,0.1,2,17,44,61
151,0,3,0.1,2,47,13,60
152,4,0,0.1,2,16,45,61
153,1,5,0.1,2,37,23,60
154,2,0,0.1,2,23,38,61
155,3,0,0.1,2,16,45,61
156,0,4,0.1,2,45,15,60
159,4,0,0.1,2,16,45,61
160,1,2,0.1,2,36,24,60
161,2,1,0.1,2,26,35,61
162,3,0,0.1,2,17,44,61
163,0,5,0.1,2,46,14,60
164,4,0,0.1,2,16,45,61
165,1,1,0.1,2,35,25,60
166,2,0,0.1,2,24,37,61
167,3,0,0,0,16,45,61
168,0,3,0.1,2,44,16,60
169,1,5,0.1,2,37,23,60
171,4,0,0,0,16,45,61
172,2,0,0.1,2,22,39,61
173,0,3,0.1,2,44,16,60
178,3,0,0.1,2,17,44,61
179,1,1,0.1,2,35,25,60
180,2,0,0.1,2,23,38,61
181,0,7,0.1,2,45,15,60
183,4,0,0.1,2,16,45,61
185,3,0,0.1,2,16,45,61
