loop_cnt,region,inherit,reward,outcome,h,g,f
68,0,4,0.1,2,49,10,59
69,1,4,0.1,2,39,21,60
70,2,6,0.1,2,31,32,63
72,3,4,0,0,24,41,65
95,0,5,0.1,2,50,11,61
96,1,4,0.05,1,40,20,60
97,2,4,0.1,2,31,31,62
98,3,4,0.1,2,23,42,65
99,0,3,0.1,2,49,10,59
100,2,4,0.1,2,31,31,62
101,1,5,0.1,2,38,22,60
102,3,4,0,0,23,42,65
103,0,3,0.1,2,49,10,59
104,2,6,0,0,31,32,63
105,1,6,0.1,2,38,22,60
106,3,2,0.1,2,24,40,64
107,0,5,0.1,2,48,11,59
108,1,6,0.1,2,37,23,60
109,2,3,0,0,31,31,62
110,3,3,0.1,2,23,42,65
111,0,4,0.1,2,48,11,59
112,1,7,0.1,2,36,24,60
113,2,4,0.1,2,31,31,62
114,3,3,0.1,2,23,42,65
115,0,5,0.1,2,47,12,59
116,1,4,0.1,2,39,21,60
117,2,6,0.1,2,31,32,63
119,3,3,0.1,2,23,42,65
120,0,7,0.1,2,46,13,59
121,1,7,0.1,2,36,24,60
122,2,8,0.1,2,31,32,63
123,3,3,0,0,23,42,65
124,0,6,0.1,2,46,13,59
125,1,9,0.1,2,36,24,60
126,2,9,0.1,2,31,32,63
127,3,3,0.1,2,23,42,65
128,0,9,0.1,2,45,14,59
129,1,6,0.1,2,35,25,60
130,2,6,0.1,2,31,32,63
134,3,3,0.1,2,23,42,65
135,0,8,0.1,2,45,14,59
136,1,7,0.1,2,37,23,60
137,2,6,0.1,2,31,32,63
139,3,0,0,0,23,42,65
140,0,7,0.1,2,44,15,59
141,1,7,0.1,2,35,25,60
142,2,8,0.1,2,31,33,64
143,0,7,0.1,2,44,15,59
144,3,0,0,0,23,42,65
145,1,7,0.1,2,35,26,61
146,2,7,0.1,2,31,33,64
147,0,7,0.1,2,43,16,59
148,1,5,0.1,2,35,25,60
149,3,2,0,0,24,40,64
150,2,6,0.1,2,30,33,63
151,0,6,0.1,2,44,15,59
152,1,8,0.1,2,34,27,61
153,2,5,0.1,2,30,33,63
154,3,0,0,0,23,42,65
155,0,6,0.1,2,43,16,59
156,1,8,0.1,2,33,28,61
157,2,5,0.1,2,30,34,64
158,0,3,0.1,2,49,12,61
159,3,3,0,0,23,42,65
160,1,8,0.1,2,33,28,61
161,2,8,0.1,2,31,32,63
162,0,6,0.1,2,43,16,59
163,1,8,0.1,2,33,28,61
164,3,2,0,0,23,42,65
165,2,4,0.1,2,30,34,64
166,0,6,0.1,2,46,13,59
167,1,7,0.1,2,33,28,61
168,2,7,0.1,2,29,35,64
169,3,2,0.1,2,23,42,65
170,0,6,0.1,2,44,15,59
171,1,6,0.1,2,32,29,61
172,2,7,0.1,2,29,36,65
174,3,6,0.1,2,24,41,65
175,0,9,0.1,2,43,17,60
176,1,5,0.1,2,31,30,61
177,2,4,0.1,2,29,36,65
178,3,2,0.1,2,24,40,64
179,0,8,0.1,2,43,16,59
180,1,5,0.1,2,32,29,61
181,2,7,0.1,2,29,35,64
182,3,7,0.1,2,24,41,65
183,0,8,0.1,2,42,17,59
184,1,6,0.1,2,32,29,61
185,2,6,0,0,29,35,64
186,3,2,0.1,2,23,42,65
187,0,6,0.05,1,43,16,59
