loop_cnt,region,inherit,reward,outcome,h,g,f
55,0,1,0.1,2,41,7,48
56,1,0,0.1,2,32,16,48
57,2,2,0.05,1,23,25,48
58,3,0,0.1,2,14,34,48
59,4,2,0.1,2,7,42,49
66,5,1,0.1,2,6,46,52
67,0,1,0.1,2,41,7,48
68,1,3,0.1,2,31,17,48
69,3,0,0.1,2,14,34,48
70,4,2,0.1,2,7,42,49
71,5,1,0.1,2,6,46,52
72,2,4,0.1,2,24,24,48
73,0,1,0.1,2,41,7,48
74,1,3,0.1,2,30,18,48
75,3,2,0.1,2,13,35,48
76,4,2,0.05,1,7,42,49
77,5,1,0.1,2,6,46,52
78,2,2,0.1,2,23,25,48
79,0,3,0.1,2,40,8,48
80,1,2,0.1,2,29,19,48
81,3,1,0.1,2,13,35,48
83,5,1,0.1,2,6,46,52
84,2,1,0.1,2,24,26,50
85,4,1,0.1,2,8,41,49
86,0,3,0.1,2,39,9,48
87,1,4,0.1,2,28,20,48
88,3,4,0.1,2,12,36,48
91,5,1,0.1,2,6,46,52
92,2,3,0.1,2,23,25,48
93,4,2,0.1,2,8,41,49
94,0,3,0.1,2,39,9,48
95,1,4,0.1,2,28,20,48
96,3,3,0.1,2,12,36,48
99,5,1,0.1,2,6,46,52
100,2,3,0.1,2,23,27,50
101,4,3,0.1,2,7,42,49
102,0,3,0.1,2,39,9,48
103,1,7,0.1,2,27,21,48
104,3,1,0.1,2,13,35,48
105,5,0,0,0,6,46,52
106,2,2,0.1,2,23,25,48
107,4,2,0.1,2,7,42,49
108,0,1,0.1,2,38,10,48
109,1,7,0.1,2,27,21,48
110,3,1,0.1,2,12,36,48
111,2,3,0.1,2,22,28,50
112,4,2,0.1,2,8,42,50
113,5,0,0.1,2,6,46,52
114,0,1,0.1,2,38,10,48
115,1,3,0.1,2,26,22,48
116,3,2,0.1,2,12,36,48
117,2,1,0.1,2,24,26,50
118,4,2,0.1,2,8,42,50
119,5,0,0.1,2,6,46,52
120,0,3,0.1,2,37,11,48
121,1,2,0.1,2,25,23,48
122,3,2,0.1,2,12,36,48
123,2,1,0.1,2,23,27,50
124,4,2,0.1,2,7,42,49
125,5,0,0.1,2,6,46,52
126,0,5,0.1,2,36,12,48
127,1,3,0.1,2,26,22,48
128,3,3,0.1,2,11,37,48
129,2,3,0.1,2,22,28,50
130,4,2,0.1,2,7,42,49
131,5,0,0,0,6,46,52
132,0,6,0.1,2,35,13,48
133,1,1,0.1,2,24,24,48
134,3,2,0.1,2,11,37,48
135,2,1,0.1,2,23,27,50
136,4,2,0.1,2,7,42,49
138,5,0,0.1,2,6,46,52
139,0,5,0.05,1,36,12,48
140,1,2,0.1,2,23,25,48
141,3,3,0.1,2,11,37,48
142,2,2,0.1,2,21,29,50
143,4,2,0.1,2,7,42,49
146,5,0,0.1,2,6,46,52
147,1,2,0.1,2,22,26,48
148,3,2,0.1,2,10,38,48
149,0,1,0.05,1,38,10,48
150,2,2,0.1,2,21,29,50
151,4,1,0.1,2,8,41,49
152,5,0,0.1,2,6,46,52
153,1,3,0.1,2,26,22,48
154,3,2,0.1,2,10,38,48
155,2,2,0.1,2,20,30,50
156,4,2,0.1,2,8,42,50
157,0,6,0.1,2,35,13,48
158,5,0,0,0,6,46,52
159,1,2,0.1,2,22,26,48
160,3,0,0.1,2,9,39,48
161,2,2,0.1,2,19,31,50
162,4,2,0.1,2,7,42,49
163,0,1,0.1,2,38,10,48
164,5,0,0.1,2,6,46,52
165,1,2,0.1,2,22,26,48
166,3,0,0.1,2,9,39,48
167,2,1,0.1,2,20,30,50
168,4,2,0.1,2,8,43,51
169,0,4,0.1,2,34,14,48
172,5,0,0.1,2,6,46,52
173,1,1,0.1,2,21,27,48
174,3,0,0.1,2,8,40,48
175,2,1,0.1,2,18,32,50
176,4,2,0.1,2,7,42,49
177,0,4,0.1,2,34,14,48
178,5,0,0.1,2,6,46,52
179,1,1,0.1,2,21,27,48
180,3,0,0.1,2,7,41,48
181,2,1,0.1,2,19,31,50
182,4,2,0.1,2,8,43,51
183,0,4,0.1,2,34,14,48
184,5,0,0.1,2,6,46,52
185,1,4,0.1,2,20,28,48
186,3,0,0.1,2,8,40,48
187,2,1,0.1,2,17,33,50
188,4,2,0.1,2,7,42,49
189,0,1,0.1,2,33,15,48
191,5,0,0,0,6,46,52
192,1,3,0.1,2,20,28,48
193,3,0,0.1,2,7,41,48
194,2,1,0.1,2,18,32,50
195,4,2,0.1,2,7,42,49
196,0,1,0.1,2,32,16,48
197,1,2,0.1,2,19,29,48
198,3,2,0.1,2,10,38,48
199,2,2,0.1,2,20,30,50
200,4,2,0.1,2,7,42,49
201,5,0,0.1,2,6,46,52
202,0,4,0.1,2,31,17,48
203,1,1,0.1,2,19,29,48
204,3,0,0.1,2,7,41,48
205,2,0,0.1,2,16,34,50
206,4,2,0.1,2,7,42,49
209,5,0,0.1,2,6,46,52
210,0,1,0.1,2,32,16,48
211,1,1,0.1,2,18,30,48
212,3,0,0.1,2,11,39,50
213,2,0,0.1,2,16,34,50
214,4,2,0.1,2,7,42,49
215,5,0,0.1,2,6,46,52
216,0,6,0.1,2,35,14,49
217,1,2,0.1,2,19,29,48
218,3,0,0.1,2,7,41,48
219,2,0,0.1,2,16,34,50
220,4,2,0.1,2,7,42,49
221,5,0,0.1,2,6,46,52
222,0,4,0.1,2,31,17,48
223,1,3,0.1,2,20,28,48
224,3,1,0.1,2,6,42,48
225,2,1,0.1,2,17,33,50
226,4,2,0.1,2,8,42,50
228,5,0,0.1,2,6,46,52
229,0,4,0.1,2,31,17,48
230,1,1,0.1,2,18,30,48
231,3,1,0.1,2,5,43,48
232,2,2,0.1,2,15,35,50
233,4,1,0.1,2,8,40,48
234,5,0,0.1,2,6,46,52
235,0,1,0.1,2,32,16,48
236,1,2,0.1,2,22,26,48
237,3,0,0.1,2,7,41,48
238,2,2,0.1,2,15,35,50
239,4,2,0.1,2,7,42,49
242,5,0,0.1,2,6,46,52
243,0,4,0.1,2,31,17,48
244,1,3,0.1,2,20,28,48
245,3,1,0.1,2,6,42,48
246,2,2,0.1,2,15,36,51
247,4,2,0.1,2,8,43,51
248,0,4,0.1,2,31,17,48
251,5,1,0.1,2,6,46,52
252,1,0,0.1,2,17,31,48
253,3,1,0.1,2,4,44,48
254,2,2,0.1,2,14,37,51
255,4,2,0.1,2,7,42,49
256,0,1,0.1,2,32,16,48
257,5,0,0,0,6,46,52
258,1,2,0.1,2,19,29,48
259,3,1,0.1,2,6,42,48
260,2,2,0.1,2,17,35,52
261,4,2,0.1,2,6,43,49
262,0,4,0.1,2,30,18,48
263,5,0,0,0,6,46,52
264,1,6,0.1,2,27,21,48
265,3,1,0.1,2,6,42,48
266,2,2,0.1,2,15,35,50
267,4,2,0.1,2,8,43,51
268,0,3,0.1,2,30,18,48
269,1,0,0.1,2,17,31,48
270,3,1,0.1,2,5,43,48
271,5,0,0,0,6,46,52
272,2,1,0.1,2,13,38,51
273,4,1,0.1,2,8,41,49
274,0,4,0.1,2,31,18,49
275,1,0,0.1,2,16,32,48
276,3,0,0.1,2,4,44,48
277,2,1,0.1,2,12,39,51
278,4,2,0.1,2,6,43,49
279,0,4,0.1,2,32,17,49
280,5,1,0,0,6,46,52
281,1,3,0.1,2,19,29,48
282,3,0,0.1,2,4,44,48
283,2,1,0.1,2,12,39,51
284,4,1,0.1,2,7,44,51
285,0,4,0.1,2,29,19,48
286,5,0,0.1,2,6,46,52
287,1,0,0.1,2,17,32,49
288,3,0,0.1,2,5,45,50
289,2,1,0.1,2,12,39,51
290,4,1,0.1,2,7,44,51
291,0,3,0.1,2,32,18,50
293,5,0,0.1,2,6,46,52
294,1,1,0.1,2,18,30,48
295,3,0,0.1,2,3,45,48
296,2,0,0.1,2,17,33,50
297,4,2,0.1,2,8,43,51
298,0,4,0.1,2,30,18,48
299,1,1,0.1,2,18,30,48
300,3,0,0.1,2,3,46,49
301,5,0,0.1,2,6,46,52
302,2,0,0.1,2,12,40,52
303,4,1,0.1,2,7,44,51
304,0,4,0.1,2,29,19,48
305,1,2,0.1,2,19,29,48
306,3,0,0.1,2,4,44,48
308,5,0,0.1,2,6,46,52
309,2,0,0.1,2,11,41,52
310,4,2,0.1,2,6,43,49
311,0,5,0.1,2,29,20,49
312,1,1,0.1,2,17,31,48
313,3,2,0.1,2,5,43,48
314,5,1,0.1,2,6,46,52
315,2,1,0.1,2,12,40,52
316,4,2,0.1,2,7,44,51
317,0,3,0.1,2,28,21,49
318,1,0,0.1,2,16,32,48
319,3,1,0.1,2,3,47,50
323,5,1,0.1,2,6,46,52
324,2,1,0.1,2,12,40,52
325,4,3,0.1,2,7,44,51
326,0,4,0.1,2,31,19,50
327,1,0,0.1,2,16,32,48
328,3,0,0.1,2,4,44,48
329,5,0,0.1,2,6,46,52
331,2,1,0.05,1,12,39,51
332,4,2,0.1,2,8,43,51
333,0,4,0.1,2,29,19,48
334,1,0,0.1,2,16,32,48
335,3,0,0.1,2,4,45,49
337,5,0,0.1,2,6,46,52
338,4,1,0.1,2,7,44,51
339,0,5,0.1,2,28,20,48
341,2,1,0.1,2,12,40,52
342,1,1,0.1,2,16,33,49
343,3,1,0.1,2,4,44,48
344,4,1,0.1,2,7,44,51
345,5,0,0.1,2,6,46,52
