loop_cnt,region,inherit,reward,outcome,h,g,f
157,0,8,0.1,2,115,24,139
158,1,7,0.1,2,96,44,140
159,2,8,0.1,2,72,76,148
160,3,1,0.1,2,52,101,153
176,4,0,0.1,2,42,112,154
203,0,6,0.1,2,116,25,141
204,1,7,0.1,2,105,35,140
205,2,4,0.1,2,72,76,148
206,3,1,0.1,2,52,101,153
208,4,0,0.1,2,42,112,154
209,0,9,0.1,2,115,24,139
210,1,8,0.1,2,91,49,140
211,2,5,0.1,2,73,75,148
212,3,1,0.1,2,52,102,154
215,4,0,0.1,2,42,112,154
216,0,7,0.1,2,116,23,139
217,1,8,0.1,2,90,50,140
218,2,3,0.1,2,72,76,148
219,3,1,0.1,2,52,101,153
221,4,0,0.05,1,43,111,154
222,0,9,0.1,2,115,24,139
223,1,5,0.1,2,91,51,142
224,2,5,0.1,2,74,71,145
225,3,1,0.1,2,52,101,153
226,4,0,0.1,2,42,112,154
227,0,7,0.1,2,115,24,139
228,1,5,0.1,2,90,52,142
229,2,4,0.1,2,72,76,148
230,3,1,0.1,2,51,102,153
231,4,0,0.1,2,42,112,154
232,0,9,0.1,2,115,26,141
233,1,6,0.1,2,90,52,142
234,2,4,0.1,2,72,76,148
235,3,3,0.1,2,51,102,153
236,4,0,0.1,2,42,112,154
237,0,8,0.1,2,115,24,139
238,1,7,0.1,2,91,51,142
239,2,2,0.1,2,71,77,148
240,3,1,0.1,2,50,103,153
244,4,0,0.1,2,42,112,154
245,0,7,0.1,2,114,25,139
246,1,4,0.1,2,89,53,142
247,2,3,0.1,2,71,77,148
248,3,1,0.1,2,51,102,153
249,4,0,0.05,1,42,112,154
250,0,7,0.1,2,113,26,139
251,1,8,0.1,2,88,54,142
252,2,6,0.1,2,71,77,148
253,3,1,0.1,2,51,102,153
254,4,0,0.1,2,42,112,154
255,0,10,0.1,2,114,25,139
256,1,8,0.1,2,90,50,140
257,2,6,0.1,2,70,78,148
258,3,2,0.1,2,49,104,153
261,4,0,0.1,2,42,112,154
262,0,7,0.1,2,112,27,139
263,1,6,0.1,2,91,51,142
264,2,5,0.1,2,70,79,149
265,3,1,0.1,2,50,103,153
266,4,0,0.05,1,42,112,154
267,0,10,0.1,2,111,28,139
268,1,7,0.1,2,88,54,142
269,2,7,0.1,2,69,80,149
270,3,1,0.1,2,49,104,153
272,4,0,0.1,2,42,112,154
273,0,8,0.1,2,113,26,139
274,1,6,0.1,2,90,52,142
275,2,7,0.1,2,70,78,148
276,3,2,0.1,2,49,104,153
277,4,0,0.1,2,42,112,154
278,0,9,0.1,2,114,25,139
279,1,6,0.1,2,90,52,142
280,2,7,0.1,2,70,78,148
281,3,2,0.1,2,48,105,153
284,4,0,0.1,2,42,112,154
285,0,10,0.1,2,110,29,139
286,1,8,0.1,2,87,55,142
287,2,5,0.1,2,71,78,149
289,3,2,0.1,2,52,101,153
290,4,0,0.05,1,42,112,154
291,0,10,0.1,2,109,30,139
292,1,4,0.1,2,89,53,142
293,2,7,0.1,2,69,79,148
294,3,2,0.1,2,48,105,153
296,4,0,0.1,2,42,112,154
297,0,6,0.1,2,113,26,139
298,1,7,0.1,2,87,55,142
299,2,6,0.1,2,69,80,149
300,3,1,0.1,2,48,105,153
302,4,0,0.1,2,42,112,154
303,0,9,0.1,2,111,28,139
304,1,3,0.1,2,89,53,142
305,2,6,0.1,2,69,80,149
306,3,1,0.1,2,48,105,153
308,4,0,0.05,1,42,112,154
309,0,12,0.1,2,108,31,139
310,1,4,0.1,2,86,56,142
311,2,7,0.1,2,70,78,148
312,3,1,0.1,2,49,104,153
313,4,0,0.1,2,42,112,154
314,0,10,0.1,2,112,29,141
315,1,6,0.1,2,90,52,142
316,2,6,0.1,2,68,81,149
317,3,3,0.1,2,48,106,154
318,4,0,0.1,2,42,112,154
319,0,10,0.1,2,108,31,139
320,1,3,0.1,2,89,53,142
321,2,7,0.1,2,68,81,149
322,3,1,0.1,2,49,104,153
324,4,0,0.1,2,42,112,154
325,0,11,0.1,2,107,32,139
326,1,7,0.1,2,86,56,142
327,2,5,0.1,2,67,82,149
328,3,3,0.1,2,47,106,153
331,4,0,0.1,2,42,112,154
332,0,9,0.1,2,112,27,139
333,1,8,0.1,2,85,57,142
334,2,2,0.1,2,67,83,150
335,3,1,0.1,2,52,101,153
336,4,0,0.05,1,42,112,154
337,0,10,0.1,2,112,27,139
338,1,7,0.1,2,86,56,142
339,2,6,0.1,2,68,81,149
340,3,2,0.1,2,47,106,153
342,4,0,0.1,2,42,112,154
343,0,11,0.1,2,109,30,139
344,1,5,0.1,2,88,54,142
345,2,7,0.1,2,67,82,149
346,3,3,0.1,2,46,107,153
348,4,0,0.1,2,42,112,154
349,0,11,0.1,2,108,31,139
350,1,8,0.1,2,85,57,142
351,2,8,0.1,2,66,83,149
352,3,3,0.1,2,47,106,153
353,0,8,0.1,2,111,28,139
354,1,9,0,0,85,57,142
355,2,5,0.1,2,67,83,150
356,3,3,0.1,2,46,107,153
358,4,0,0.1,2,42,112,154
359,0,12,0.1,2,108,31,139
360,2,7,0.1,2,66,83,149
362,3,1,0.1,2,46,107,153
363,4,0,0.1,2,43,111,154
364,1,4,0.1,2,89,53,142
365,0,12,0.1,2,108,31,139
366,2,4,0.1,2,67,82,149
367,3,3,0.1,2,46,108,154
368,4,0,0.1,2,42,112,154
369,1,5,0.1,2,89,53,142
370,0,10,0.1,2,108,32,140
371,2,6,0.1,2,66,83,149
372,3,3,0.1,2,46,107,153
375,4,0,0.1,2,42,112,154
376,1,5,0.1,2,88,55,143
377,0,13,0.1,2,108,31,139
378,2,7,0.1,2,66,83,149
379,3,1,0.1,2,48,105,153
381,4,0,0.1,2,42,112,154
382,1,6,0.1,2,85,57,142
383,0,10,0.1,2,107,32,139
384,2,3,0.1,2,66,83,149
385,3,1,0.1,2,46,107,153
387,4,0,0.1,2,42,112,154
388,1,4,0.1,2,85,57,142
389,0,10,0.1,2,106,33,139
390,2,7,0.1,2,65,84,149
391,3,3,0.1,2,45,108,153
393,4,0,0.1,2,42,112,154
394,1,6,0.1,2,84,58,142
395,0,9,0.1,2,107,32,139
396,2,5,0.1,2,65,84,149
397,3,3,0.1,2,45,108,153
399,4,0,0.1,2,42,112,154
400,1,4,0.1,2,86,56,142
401,0,11,0.1,2,107,32,139
402,2,6,0.1,2,65,84,149
403,3,3,0.1,2,45,109,154
404,4,0,0.1,2,42,112,154
405,1,10,0.1,2,84,58,142
406,0,10,0.1,2,109,32,141
407,2,5,0.1,2,66,83,149
408,3,1,0.1,2,46,107,153
411,4,0,0.1,2,42,112,154
412,1,4,0.1,2,86,56,142
413,0,10,0.1,2,105,34,139
414,2,7,0.1,2,64,85,149
416,3,4,0.1,2,45,109,154
417,4,0,0.1,2,42,112,154
418,1,8,0.1,2,85,57,142
419,0,12,0.1,2,106,33,139
420,2,6,0.1,2,64,85,149
421,3,4,0.1,2,45,109,154
423,4,0,0.1,2,42,112,154
424,1,10,0.1,2,85,57,142
425,0,13,0.1,2,105,34,139
426,2,4,0.1,2,67,82,149
427,3,3,0.1,2,45,109,154
428,4,0,0.1,2,42,112,154
429,1,8,0.1,2,86,56,142
430,0,8,0.1,2,104,35,139
431,2,4,0.1,2,65,84,149
432,3,4,0.1,2,45,109,154
435,4,0,0.1,2,42,112,154
436,1,9,0.1,2,84,58,142
437,0,8,0.1,2,111,28,139
438,2,4,0.1,2,63,86,149
439,3,2,0.1,2,45,108,153
440,4,0,0.05,1,42,112,154
441,1,6,0.1,2,86,57,143
442,0,10,0.1,2,104,35,139
443,2,7,0.1,2,64,85,149
444,3,2,0.1,2,45,108,153
445,1,5,0.1,2,84,58,142
448,4,0,0.1,2,42,112,154
449,0,10,0.1,2,108,31,139
450,2,5,0.1,2,63,86,149
451,3,2,0.1,2,46,108,154
452,1,6,0.1,2,84,59,143
454,4,0,0.1,2,42,112,154
455,0,11,0.1,2,109,32,141
456,2,5,0.1,2,64,85,149
457,3,2,0.1,2,45,108,153
458,1,6,0.1,2,85,57,142
460,4,0,0.1,2,42,112,154
461,0,10,0.1,2,104,35,139
462,2,5,0.1,2,62,87,149
463,3,3,0.1,2,46,108,154
464,1,9,0.1,2,84,60,144
465,4,0,0.1,2,42,112,154
466,0,8,0.1,2,105,36,141
467,2,5,0.1,2,65,84,149
468,3,3,0.1,2,45,109,154
469,1,11,0.1,2,84,59,143
470,4,0,0.1,2,42,112,154
471,0,12,0.1,2,107,33,140
472,2,6,0.1,2,62,87,149
473,3,4,0.1,2,44,110,154
474,1,6,0.1,2,84,58,142
475,4,0,0.1,2,42,112,154
476,0,10,0.1,2,106,34,140
477,2,6,0.1,2,63,86,149
478,3,3,0.1,2,44,109,153
479,1,4,0.1,2,84,59,143
481,4,0,0.1,2,42,112,154
482,0,9,0.1,2,104,37,141
483,2,2,0.1,2,65,84,149
484,3,2,0.1,2,44,110,154
485,1,6,0,0,84,59,143
486,4,0,0.1,2,42,112,154
487,0,10,0.1,2,103,36,139
488,2,6,0.1,2,61,88,149
489,3,3,0.1,2,45,109,154
492,4,0,0.1,2,42,112,154
493,1,8,0.1,2,84,58,142
494,0,7,0.1,2,104,37,141
495,2,5,0.1,2,61,88,149
496,3,4,0.1,2,45,109,154
498,4,0,0.1,2,42,112,154
499,1,5,0.1,2,84,58,142
500,0,13,0.1,2,106,33,139
501,2,5,0.1,2,60,89,149
502,3,3,0.1,2,45,109,154
503,4,0,0.1,2,42,112,154
504,1,4,0.1,2,89,53,142
505,0,8,0.1,2,105,35,140
506,2,8,0.1,2,66,83,149
508,3,2,0.1,2,44,109,153
512,4,0,0.1,2,42,112,154
513,1,7,0.1,2,84,60,144
514,0,8,0.1,2,103,38,141
515,2,5,0.1,2,65,84,149
516,3,2,0.1,2,43,110,153
520,4,0,0.1,2,43,111,154
521,1,8,0.1,2,85,58,143
522,0,8,0.1,2,105,35,140
523,2,6,0.1,2,64,85,149
524,3,5,0.1,2,44,110,154
525,4,1,0.1,2,42,112,154
526,1,7,0.1,2,84,61,145
527,0,9,0.1,2,103,36,139
528,2,5,0.1,2,67,84,151
529,3,2,0.1,2,44,109,153
530,4,1,0.1,2,42,112,154
531,1,7,0,0,84,58,142
532,0,11,0.1,2,102,37,139
533,2,5,0.1,2,65,84,149
534,3,2,0.1,2,43,110,153
535,4,0,0.1,2,42,112,154
536,0,11,0.1,2,102,37,139
537,2,5,0.1,2,59,90,149
538,3,2,0.1,2,43,110,153
539,1,10,0.1,2,84,59,143
541,4,0,0.1,2,42,112,154
542,0,12,0.1,2,102,37,139
543,2,6,0.1,2,58,91,149
544,3,1,0.1,2,42,111,153
545,1,7,0.1,2,85,59,144
546,4,0,0.1,2,42,112,154
547,0,11,0.1,2,102,39,141
548,2,3,0.1,2,62,87,149
550,3,0,0.1,2,42,112,154
551,1,7,0.1,2,86,56,142
552,4,0,0.1,2,42,112,154
553,0,9,0.1,2,103,38,141
554,2,2,0.1,2,62,87,149
555,3,1,0.1,2,42,111,153
556,1,8,0.1,2,84,58,142
557,4,0,0.1,2,42,112,154
558,0,8,0.1,2,105,35,140
559,2,3,0.1,2,62,87,149
561,3,1,0.1,2,42,111,153
562,1,7,0.1,2,84,58,142
564,4,0,0.1,2,42,112,154
565,0,9,0.1,2,104,37,141
566,2,3,0.1,2,59,92,151
568,3,1,0.1,2,42,111,153
569,1,7,0.1,2,84,61,145
573,4,0,0.05,1,42,112,154
574,0,7,0.1,2,105,35,140
575,2,6,0.1,2,62,87,149
576,3,4,0.1,2,44,110,154
577,1,10,0.1,2,84,60,144
578,4,0,0.1,2,42,112,154
579,0,12,0.1,2,108,31,139
580,2,5,0.1,2,67,83,150
581,3,1,0.1,2,42,111,153
582,1,7,0.1,2,84,60,144
584,4,0,0.1,2,42,112,154
585,0,11,0.1,2,101,38,139
586,2,5,0.1,2,64,85,149
587,3,1,0.05,1,42,111,153
588,1,9,0.1,2,84,59,143
590,4,0,0.05,1,42,112,154
591,0,11,0.1,2,105,36,141
592,2,3,0.1,2,63,86,149
593,3,0,0.1,2,42,112,154
594,1,8,0.1,2,84,61,145
595,0,13,0.1,2,102,39,141
596,2,6,0.1,2,59,90,149
598,4,0,0.1,2,42,112,154
599,3,2,0.1,2,44,110,154
600,1,8,0.1,2,84,60,144
601,0,9,0.1,2,103,38,141
602,2,6,0.1,2,61,88,149
604,4,0,0.1,2,42,112,154
605,3,0,0.1,2,41,113,154
606,1,7,0.1,2,84,61,145
607,0,13,0.1,2,101,40,141
608,2,6,0.1,2,61,88,149
609,4,0,0.1,2,42,112,154
610,3,2,0.1,2,44,110,154
611,1,8,0,0,84,59,143
612,0,11,0.1,2,105,38,143
613,2,5,0.1,2,59,90,149
616,4,0,0.1,2,42,112,154
617,3,5,0.1,2,44,110,154
618,1,9,0.1,2,84,60,144
619,0,13,0.1,2,106,33,139
620,2,2,0.1,2,59,93,152
621,4,0,0.1,2,42,112,154
622,3,1,0.1,2,42,111,153
623,0,11,0.1,2,102,37,139
624,2,2,0.1,2,59,93,152
625,1,9,0.1,2,83,61,144
628,3,1,0.1,2,42,111,153
630,4,0,0.1,2,42,112,154
631,0,7,0.1,2,105,35,140
632,2,7,0.1,2,58,91,149
633,1,6,0.1,2,84,62,146
634,3,0,0.1,2,42,112,154
635,4,0,0.05,1,42,112,154
636,0,9,0.1,2,100,41,141
637,2,6,0.1,2,58,92,150
638,1,9,0.1,2,82,62,144
639,3,3,0.1,2,44,109,153
642,4,1,0.1,2,42,112,154
643,0,10,0.1,2,101,38,139
644,2,4,0.1,2,60,89,149
645,1,5,0.1,2,84,58,142
646,3,1,0.1,2,42,111,153
648,4,0,0.1,2,42,112,154
649,0,10,0.1,2,101,40,141
650,2,8,0.1,2,60,89,149
651,1,5,0.1,2,84,58,142
652,3,0,0.1,2,42,112,154
653,4,0,0.1,2,42,112,154
654,0,11,0.1,2,100,39,139
655,2,3,0.1,2,58,94,152
656,1,6,0.1,2,84,59,143
657,3,3,0.1,2,45,109,154
658,4,0,0.1,2,42,112,154
659,0,12,0.1,2,102,39,141
660,2,7,0.1,2,58,91,149
661,1,8,0.1,2,83,61,144
662,3,0,0.1,2,41,113,154
664,4,0,0.1,2,42,112,154
665,0,9,0.1,2,104,36,140
666,2,3,0.1,2,58,94,152
667,1,10,0.1,2,82,62,144
668,3,1,0.05,1,42,111,153
670,4,0,0.1,2,42,112,154
671,0,11,0.1,2,104,37,141
672,2,5,0.1,2,59,90,149
673,1,10,0.1,2,84,60,144
674,3,1,0.05,1,42,111,153
676,4,0,0.1,2,42,112,154
677,0,9,0.1,2,101,38,139
678,2,5,0.1,2,58,91,149
679,1,11,0.1,2,84,61,145
681,4,0,0.1,2,42,112,154
682,3,0,0.1,2,42,112,154
683,0,10,0.1,2,104,39,143
684,2,6,0.1,2,58,91,149
685,1,7,0.1,2,83,62,145
689,4,0,0.1,2,42,112,154
