loop_cnt,region,inherit,reward,outcome,h,g,f
168,0,3,0.1,2,127,21,148
169,1,8,0.1,2,99,53,152
170,2,1,0.1,2,74,81,155
183,3,2,0.1,2,71,91,162
240,0,5,0.1,2,123,25,148
241,1,6,0,0,99,53,152
242,2,1,0.1,2,74,81,155
243,3,2,0.1,2,69,87,156
244,0,7,0.1,2,124,26,150
245,2,1,0.1,2,74,81,155
247,3,2,0.1,2,69,87,156
248,1,5,0.1,2,98,54,152
249,0,4,0.1,2,123,25,148
250,2,2,0.1,2,75,82,157
251,3,2,0.1,2,70,86,156
252,1,8,0.1,2,99,53,152
253,0,9,0.1,2,123,27,150
254,2,4,0.1,2,76,78,154
255,3,2,0.1,2,70,88,158
256,1,6,0.1,2,99,54,153
257,0,4,0.1,2,123,25,148
258,2,2,0.1,2,74,82,156
259,3,2,0.1,2,70,88,158
260,1,6,0.1,2,98,54,152
261,0,6,0.1,2,123,26,149
262,2,5,0.1,2,77,79,156
263,3,1,0.1,2,69,87,156
264,1,8,0.1,2,99,53,152
265,0,3,0.1,2,128,20,148
266,2,4,0.1,2,74,83,157
267,3,1,0.1,2,70,86,156
268,1,6,0,0,98,54,152
269,0,7,0.1,2,122,26,148
270,2,2,0.1,2,73,84,157
271,3,2,0.1,2,70,87,157
272,1,6,0.1,2,98,55,153
273,0,4,0.1,2,124,24,148
274,2,1,0,0,74,81,155
275,3,2,0.1,2,69,87,156
276,1,9,0.1,2,97,56,153
277,0,6,0.1,2,123,25,148
278,3,1,0.1,2,69,87,156
279,2,1,0.1,2,74,81,155
280,1,9,0.1,2,96,57,153
281,0,8,0.1,2,122,27,149
282,3,1,0.1,2,70,88,158
283,2,2,0.1,2,72,85,157
284,1,7,0.1,2,98,55,153
285,0,5,0.1,2,122,26,148
286,3,1,0.1,2,69,87,156
287,2,1,0.1,2,75,82,157
288,1,6,0,0,97,56,153
289,0,4,0.1,2,124,24,148
290,3,1,0.1,2,69,87,156
291,2,2,0.1,2,74,83,157
