loop_cnt,region,inherit,reward,outcome,h,g,f
49,0,2,0.1,2,39,6,45
50,1,3,0.1,2,31,14,45
51,2,1,0.1,2,23,22,45
52,3,3,0.1,2,16,30,46
53,4,1,0.1,2,8,38,46
57,5,0,0.1,2,3,43,46
58,0,2,0.1,2,39,6,45
59,1,4,0.1,2,31,14,45
60,2,1,0.1,2,23,22,45
61,3,3,0.1,2,16,30,46
62,4,1,0.1,2,8,38,46
63,5,0,0.1,2,3,43,46
64,0,3,0.1,2,38,7,45
65,1,4,0.1,2,31,14,45
66,2,1,0.1,2,22,23,45
67,3,3,0,0,16,30,46
68,4,1,0.1,2,8,38,46
70,5,0,0.1,2,3,43,46
71,0,2,0.1,2,37,8,45
72,1,4,0.1,2,31,15,46
73,2,0,0.1,2,23,22,45
74,4,0,0.1,2,7,39,46
76,5,0,0.1,2,3,43,46
78,3,2,0.1,2,16,29,45
79,0,2,0.1,2,37,8,45
80,1,4,0.1,2,30,16,46
81,2,1,0.1,2,21,24,45
82,4,0,0.1,2,6,40,46
83,5,0,0.1,2,3,43,46
84,3,3,0.1,2,16,30,46
85,0,3,0.1,2,36,9,45
86,1,2,0.1,2,29,17,46
87,2,1,0.1,2,20,25,45
88,4,0,0.05,1,6,40,46
89,5,0,0.1,2,3,43,46
90,3,4,0.1,2,16,30,46
91,0,4,0.1,2,35,10,45
92,1,4,0.1,2,30,16,46
93,2,1,0.1,2,21,24,45
94,5,0,0.1,2,3,43,46
95,4,0,0.1,2,7,39,46
96,3,2,0,0,16,29,45
97,0,3,0.1,2,37,9,46
98,1,3,0.1,2,29,17,46
99,2,1,0.1,2,20,25,45
100,5,0,0.1,2,3,43,46
101,4,0,0.1,2,5,41,46
103,3,3,0.1,2,16,30,46
104,0,5,0.1,2,34,11,45
105,1,1,0.1,2,28,18,46
106,2,1,0.1,2,20,25,45
107,5,0,0.1,2,3,43,46
108,4,0,0.1,2,5,41,46
109,3,3,0.1,2,16,30,46
110,0,4,0.1,2,34,11,45
111,1,4,0.1,2,30,16,46
112,2,1,0.1,2,19,26,45
114,5,0,0.1,2,3,43,46
116,4,0,0.1,2,6,40,46
117,3,3,0.1,2,16,30,46
118,0,5,0.1,2,33,12,45
121,1,1,0.1,2,28,18,46
122,2,1,0.1,2,18,27,45
123,5,0,0.1,2,3,43,46
124,4,0,0.1,2,5,41,46
128,3,3,0.1,2,16,30,46
129,0,3,0.1,2,33,12,45
130,1,2,0.1,2,27,19,46
131,2,1,0.1,2,17,28,45
133,5,0,0.1,2,3,43,46
134,4,0,0.1,2,6,40,46
135,3,3,0.1,2,16,30,46
136,0,7,0.1,2,32,13,45
137,1,1,0.1,2,26,20,46
138,2,4,0.1,2,16,29,45
143,5,0,0.1,2,3,43,46
144,4,2,0.1,2,4,42,46
145,3,3,0.1,2,16,30,46
146,0,5,0.1,2,32,13,45
147,1,1,0.1,2,26,20,46
148,2,1,0.1,2,17,28,45
149,5,0,0.1,2,3,43,46
150,4,0,0.1,2,3,43,46
151,3,2,0.1,2,16,29,45
152,0,5,0.1,2,33,12,45
153,1,2,0.1,2,25,21,46
154,2,5,0.1,2,16,30,46
157,5,0,0.1,2,3,43,46
158,4,0,0.1,2,3,43,46
160,3,2,0.1,2,16,29,45
161,0,3,0.1,2,33,12,45
163,1,4,0.1,2,30,16,46
164,2,4,0.1,2,16,29,45
167,5,0,0.1,2,3,43,46
169,4,0,0.05,1,5,41,46
170,3,2,0.05,1,16,29,45
171,0,6,0.1,2,31,14,45
172,1,2,0.1,2,25,21,46
173,2,3,0.1,2,16,29,45
174,5,0,0.1,2,3,43,46
175,4,0,0.05,1,3,43,46
177,3,3,0.1,2,16,30,46
178,0,6,0.1,2,31,14,45
179,1,1,0.1,2,24,22,46
180,2,3,0.1,2,15,31,46
181,5,0,0.1,2,3,43,46
183,4,1,0.1,2,4,42,46
184,3,3,0,0,16,30,46
185,0,7,0.1,2,32,13,45
186,1,1,0.1,2,23,23,46
187,2,3,0.1,2,14,32,46
189,5,0,0.1,2,3,43,46
191,4,0,0.1,2,3,43,46
192,0,7,0.1,2,30,15,45
193,1,1,0.1,2,23,23,46
194,2,3,0.1,2,13,33,46
195,5,0,0.1,2,3,43,46
197,3,2,0.1,2,16,29,45
198,4,1,0.1,2,4,42,46
199,0,8,0.1,2,32,13,45
200,1,2,0.1,2,22,24,46
201,2,1,0.1,2,12,34,46
202,5,0,0.1,2,3,43,46
203,3,4,0.1,2,16,30,46
204,4,0,0.1,2,3,43,46
205,0,7,0.1,2,30,15,45
206,1,1,0.1,2,21,25,46
207,2,1,0.1,2,12,34,46
208,5,0,0.1,2,3,43,46
210,3,2,0.1,2,16,29,45
212,4,1,0.1,2,4,42,46
213,0,6,0.1,2,29,16,45
214,1,1,0.1,2,24,22,46
215,2,0,0.1,2,11,35,46
216,5,0,0.05,1,3,43,46
217,3,2,0.1,2,16,29,45
219,4,0,0.05,1,3,43,46
220,0,6,0.1,2,28,17,45
221,1,1,0.1,2,21,25,46
222,2,1,0.1,2,12,34,46
223,3,4,0.1,2,16,30,46
225,5,0,0.1,2,3,43,46
226,4,1,0.05,1,4,42,46
227,0,6,0.1,2,31,14,45
228,1,1,0.05,1,23,23,46
229,2,0,0.1,2,10,36,46
230,3,3,0.1,2,16,30,46
232,5,0,0.1,2,3,43,46
233,4,0,0.1,2,5,41,46
234,0,6,0.1,2,29,16,45
235,2,3,0.1,2,15,31,46
236,3,3,0.1,2,16,30,46
237,1,1,0.1,2,21,25,46
239,5,0,0.1,2,3,43,46
240,4,0,0.1,2,7,39,46
241,0,6,0.1,2,31,14,45
243,2,0,0.1,2,10,36,46
244,3,2,0,0,16,29,45
247,1,1,0.1,2,20,26,46
248,5,0,0.1,2,3,43,46
249,4,0,0.1,2,4,42,46
250,0,6,0.1,2,28,17,45
251,2,1,0.1,2,9,37,46
252,1,1,0.1,2,21,25,46
253,5,1,0.1,2,4,42,46
254,3,5,0.1,2,16,30,46
255,4,0,0.1,2,3,43,46
256,0,6,0.1,2,33,13,46
257,2,1,0.1,2,9,37,46
258,1,1,0.1,2,21,25,46
259,5,0,0.1,2,3,43,46
260,3,4,0,0,16,30,46
262,4,1,0.1,2,3,43,46
263,0,6,0.1,2,28,17,45
264,2,0,0.1,2,11,35,46
265,1,1,0.1,2,20,26,46
267,5,0,0.1,2,3,43,46
268,4,0,0.1,2,4,42,46
270,3,3,0.1,2,16,30,46
271,0,4,0.1,2,27,18,45
272,2,1,0.1,2,9,37,46
273,1,1,0.1,2,19,27,46
275,5,0,0.1,2,3,43,46
278,4,0,0.1,2,3,43,46
279,3,3,0.1,2,16,30,46
280,0,4,0.1,2,27,18,45
281,2,1,0.1,2,12,34,46
282,1,1,0.1,2,20,26,46
284,5,0,0.1,2,3,43,46
285,4,0,0.05,1,3,43,46
286,3,3,0.1,2,16,30,46
287,0,6,0.1,2,26,19,45
289,2,1,0.1,2,8,38,46
290,1,2,0.1,2,18,28,46
291,5,0,0.1,2,3,43,46
292,3,3,0.1,2,16,30,46
293,0,6,0.1,2,26,19,45
294,2,0,0.1,2,7,39,46
295,4,0,0.1,2,3,43,46
296,1,2,0.1,2,18,28,46
297,5,0,0.1,2,3,43,46
298,3,3,0,0,16,29,45
299,0,7,0.1,2,29,17,46
302,2,0,0.1,2,11,35,46
303,4,0,0.1,2,4,42,46
304,1,1,0.1,2,19,27,46
307,5,0,0.1,2,3,43,46
308,0,5,0,0,26,19,45
309,2,1,0.1,2,8,38,46
310,4,0,0.1,2,3,43,46
311,1,4,0.1,2,17,29,46
312,5,0,0.05,1,3,43,46
313,3,3,0,0,16,30,46
314,2,1,0.1,2,8,38,46
317,4,0,0.1,2,4,42,46
318,1,3,0.1,2,17,29,46
319,0,4,0.1,2,26,20,46
321,5,0,0.1,2,3,43,46
322,3,3,0.1,2,16,30,46
323,2,0,0.1,2,7,39,46
324,4,0,0.05,1,4,42,46
325,1,2,0.1,2,18,28,46
326,0,7,0.1,2,30,15,45
327,5,0,0.1,2,3,43,46
329,3,4,0.1,2,16,30,46
330,2,0,0.1,2,6,40,46
331,1,1,0.1,2,20,26,46
332,4,0,0.1,2,4,42,46
333,0,4,0.1,2,26,19,45
334,5,0,0.1,2,3,43,46
336,3,2,0,0,16,29,45
337,2,0,0.1,2,5,41,46
338,1,3,0,0,17,29,46
339,4,0,0.1,2,3,43,46
340,0,5,0.1,2,26,20,46
341,5,0,0.05,1,3,43,46
342,2,2,0.1,2,4,42,46
343,3,3,0.1,2,16,30,46
344,4,0,0.1,2,5,41,46
345,0,5,0.1,2,26,20,46
347,1,1,0.1,2,18,28,46
348,5,0,0.1,2,3,43,46
349,2,1,0.1,2,4,42,46
352,4,0,0.1,2,3,43,46
353,3,3,0.1,2,16,30,46
354,0,4,0.1,2,28,18,46
355,1,3,0.1,2,17,29,46
356,5,0,0.1,2,3,43,46
358,2,0,0.1,2,10,36,46
359,4,0,0.1,2,3,43,46
360,0,5,0.1,2,26,19,45
362,3,2,0,0,16,29,45
367,1,4,0.1,2,17,29,46
368,5,0,0.1,2,3,43,46
369,2,0,0.1,2,5,41,46
372,4,0,0.1,2,4,42,46
373,0,5,0.1,2,26,20,46
374,1,3,0,0,17,29,46
376,5,0,0.1,2,3,43,46
377,3,3,0.1,2,16,30,46
378,2,2,0.1,2,8,38,46
379,0,5,0.1,2,27,19,46
382,4,0,0.1,2,4,42,46
383,5,0,0.1,2,3,43,46
384,3,3,0.1,2,16,30,46
385,2,0,0.1,2,11,35,46
386,1,1,0.1,2,20,26,46
387,0,5,0.1,2,25,21,46
389,4,0,0.1,2,5,41,46
390,5,0,0.1,2,3,43,46
392,3,3,0.1,2,16,30,46
